Case_ID,variant,variant_index,creator,Activity,Resource,Activity_1,Resource_1,org_group,End_Time,Start_Time
1-584776062,Variant 3,3,Fluxicon Disco,Completed-Closed,Samira-Org line G4,Completed-Closed,Samira,Org line G4,2012-02-15T16:20:49.000,2012-02-15T16:20:49.000
1-584812041,Variant 17,17,Fluxicon Disco,Accepted-In Progress,Ian-Org line A2,Accepted-In Progress,Ian,Org line A2,2011-10-11T15:57:41.000,2011-10-11T15:57:41.000
1-584812041,Variant 17,17,Fluxicon Disco,Accepted-Assigned,Ian-Org line A2,Accepted-Assigned,Ian,Org line A2,2011-10-11T16:01:05.000,2011-10-11T16:01:05.000
1-584812041,Variant 17,17,Fluxicon Disco,Accepted-In Progress,Andrew-Org line A2,Accepted-In Progress,Andrew,Org line A2,2011-10-26T12:01:02.000,2011-10-26T12:01:02.000
1-584812041,Variant 17,17,Fluxicon Disco,Accepted-Wait,Andrew-Org line A2,Accepted-Wait,Andrew,Org line A2,2011-10-26T12:14:48.000,2011-10-26T12:14:48.000
1-584812041,Variant 17,17,Fluxicon Disco,Completed-Closed,Andrew-Org line A2,Completed-Closed,Andrew,Org line A2,2012-02-15T10:21:22.000,2012-02-15T10:21:22.000
1-584828902,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Michael-Org line C,Accepted-In Progress,Michael,Org line C,2011-10-11T16:05:35.000,2011-10-11T16:05:35.000
1-584828902,Variant 1,1,Fluxicon Disco,Completed-Closed,Michael-Org line C,Completed-Closed,Michael,Org line C,2012-02-01T09:03:47.000,2012-02-01T09:03:47.000
1-584861543,Variant 203,203,Fluxicon Disco,Accepted-In Progress,Robert-Org line C,Accepted-In Progress,Robert,Org line C,2011-10-11T16:40:48.000,2011-10-11T16:40:48.000
1-584861543,Variant 203,203,Fluxicon Disco,Accepted-Wait,Robert-Org line C,Accepted-Wait,Robert,Org line C,2011-10-11T16:59:08.000,2011-10-11T16:59:08.000
1-584861543,Variant 203,203,Fluxicon Disco,Queued-Awaiting Assignment,Robert-Org line C,Queued-Awaiting Assignment,Robert,Org line C,2011-10-17T13:57:10.000,2011-10-17T13:57:10.000
1-584861543,Variant 203,203,Fluxicon Disco,Accepted-In Progress,Robert-Org line C,Accepted-In Progress,Robert,Org line C,2012-02-02T15:48:49.000,2012-02-02T15:48:49.000
1-584861543,Variant 203,203,Fluxicon Disco,Completed-Closed,Robert-Org line C,Completed-Closed,Robert,Org line C,2012-02-02T15:50:43.000,2012-02-02T15:50:43.000
1-584938329,Variant 35,35,Fluxicon Disco,Accepted-In Progress,Alex-Org line C,Accepted-In Progress,Alex,Org line C,2011-10-11T23:06:58.000,2011-10-11T23:06:58.000
1-584938329,Variant 35,35,Fluxicon Disco,Accepted-In Progress,Alex-Org line C,Accepted-In Progress,Alex,Org line C,2011-10-11T23:14:10.000,2011-10-11T23:14:10.000
1-584938329,Variant 35,35,Fluxicon Disco,Accepted-In Progress,Alex-Org line C,Accepted-In Progress,Alex,Org line C,2012-01-06T10:31:28.000,2012-01-06T10:31:28.000
1-584938329,Variant 35,35,Fluxicon Disco,Accepted-In Progress,Grzegorz-Org line C,Accepted-In Progress,Grzegorz,Org line C,2012-01-12T13:12:37.000,2012-01-12T13:12:37.000
1-584938329,Variant 35,35,Fluxicon Disco,Completed-Closed,Grzegorz-Org line C,Completed-Closed,Grzegorz,Org line C,2012-03-20T13:15:43.000,2012-03-20T13:15:43.000
1-585459725,Variant 204,204,Fluxicon Disco,Accepted-In Progress,Håkan-Org line A2,Accepted-In Progress,Håkan,Org line A2,2011-10-12T10:32:41.000,2011-10-12T10:32:41.000
1-585459725,Variant 204,204,Fluxicon Disco,Accepted-Assigned,Håkan-Org line A2,Accepted-Assigned,Håkan,Org line A2,2011-10-12T10:47:12.000,2011-10-12T10:47:12.000
1-585459725,Variant 204,204,Fluxicon Disco,Accepted-Assigned,Mattias-Org line A2,Accepted-Assigned,Mattias,Org line A2,2012-01-19T12:51:59.000,2012-01-19T12:51:59.000
1-585459725,Variant 204,204,Fluxicon Disco,Accepted-Wait,Mattias-Org line A2,Accepted-Wait,Mattias,Org line A2,2012-05-04T17:17:46.000,2012-05-04T17:17:46.000
1-585459725,Variant 204,204,Fluxicon Disco,Accepted-In Progress,Mattias-Org line A2,Accepted-In Progress,Mattias,Org line A2,2012-05-04T17:18:01.000,2012-05-04T17:18:01.000
1-585459725,Variant 204,204,Fluxicon Disco,Completed-Closed,Mattias-Org line A2,Completed-Closed,Mattias,Org line A2,2012-05-10T08:55:09.000,2012-05-10T08:55:09.000
1-585467875,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Kristina-Org line A2,Accepted-In Progress,Kristina,Org line A2,2011-10-12T10:57:59.000,2011-10-12T10:57:59.000
1-585467875,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Kristina-Org line A2,Accepted-In Progress,Kristina,Org line A2,2011-10-12T14:02:07.000,2011-10-12T14:02:07.000
1-585467875,Variant 4,4,Fluxicon Disco,Completed-Closed,Kristina-Org line A2,Completed-Closed,Kristina,Org line A2,2012-03-27T13:29:37.000,2012-03-27T13:29:37.000
1-585469859,Variant 205,205,Fluxicon Disco,Accepted-In Progress,Garima-Org line C,Accepted-In Progress,Garima,Org line C,2011-10-12T12:12:10.000,2011-10-12T12:12:10.000
1-585469859,Variant 205,205,Fluxicon Disco,Accepted-Wait,Garima-Org line C,Accepted-Wait,Garima,Org line C,2011-10-12T12:13:45.000,2011-10-12T12:13:45.000
1-585469859,Variant 205,205,Fluxicon Disco,Completed-Closed,Garima-Org line C,Completed-Closed,Garima,Org line C,2011-10-24T12:37:06.000,2011-10-24T12:37:06.000
1-585469859,Variant 205,205,Fluxicon Disco,Accepted-In Progress,Garima-Org line C,Accepted-In Progress,Garima,Org line C,2012-01-18T13:16:17.000,2012-01-18T13:16:17.000
1-585469859,Variant 205,205,Fluxicon Disco,Queued-Awaiting Assignment,Garima-Org line C,Queued-Awaiting Assignment,Garima,Org line C,2012-01-18T13:27:22.000,2012-01-18T13:27:22.000
1-585469859,Variant 205,205,Fluxicon Disco,Queued-Awaiting Assignment,Robert-Org line C,Queued-Awaiting Assignment,Robert,Org line C,2012-01-18T13:27:23.000,2012-01-18T13:27:23.000
1-585469859,Variant 205,205,Fluxicon Disco,Accepted-In Progress,Robert-Org line C,Accepted-In Progress,Robert,Org line C,2012-02-28T15:40:30.000,2012-02-28T15:40:30.000
1-585469859,Variant 205,205,Fluxicon Disco,Accepted-In Progress,Jay-Org line C,Accepted-In Progress,Jay,Org line C,2012-02-28T15:52:31.000,2012-02-28T15:52:31.000
1-585469859,Variant 205,205,Fluxicon Disco,Accepted-Assigned,Bhavesh-Org line C,Accepted-Assigned,Bhavesh,Org line C,2012-02-29T19:32:35.000,2012-02-29T19:32:35.000
1-585469859,Variant 205,205,Fluxicon Disco,Queued-Awaiting Assignment,Amit-Org line C,Queued-Awaiting Assignment,Amit,Org line C,2012-03-07T07:50:15.000,2012-03-07T07:50:15.000
1-585469859,Variant 205,205,Fluxicon Disco,Queued-Awaiting Assignment,Robert-Org line C,Queued-Awaiting Assignment,Robert,Org line C,2012-03-07T12:24:09.000,2012-03-07T12:24:09.000
1-585469859,Variant 205,205,Fluxicon Disco,Accepted-In Progress,Bhavesh-Org line C,Accepted-In Progress,Bhavesh,Org line C,2012-03-13T10:28:59.000,2012-03-13T10:28:59.000
1-585469859,Variant 205,205,Fluxicon Disco,Completed-Closed,Bhavesh-Org line C,Completed-Closed,Bhavesh,Org line C,2012-03-13T10:29:05.000,2012-03-13T10:29:05.000
1-585714932,Variant 68,68,Fluxicon Disco,Accepted-In Progress,Cyrille-Org line C,Accepted-In Progress,Cyrille,Org line C,2011-10-13T01:10:56.000,2011-10-13T01:10:56.000
1-585714932,Variant 68,68,Fluxicon Disco,Queued-Awaiting Assignment,Cyrille-Org line C,Queued-Awaiting Assignment,Cyrille,Org line C,2011-10-13T02:29:08.000,2011-10-13T02:29:08.000
1-585714932,Variant 68,68,Fluxicon Disco,Accepted-In Progress,Karthick-Org line C,Accepted-In Progress,Karthick,Org line C,2011-10-18T13:37:39.000,2011-10-18T13:37:39.000
1-585714932,Variant 68,68,Fluxicon Disco,Accepted-Wait,Karthick-Org line C,Accepted-Wait,Karthick,Org line C,2011-10-18T13:37:49.000,2011-10-18T13:37:49.000
1-585714932,Variant 68,68,Fluxicon Disco,Accepted-Assigned,Mahesh-Org line C,Accepted-Assigned,Mahesh,Org line C,2011-10-18T13:47:13.000,2011-10-18T13:47:13.000
1-585714932,Variant 68,68,Fluxicon Disco,Accepted-In Progress,Mahesh-Org line C,Accepted-In Progress,Mahesh,Org line C,2012-01-11T07:32:28.000,2012-01-11T07:32:28.000
1-585714932,Variant 68,68,Fluxicon Disco,Completed-Closed,Mahesh-Org line C,Completed-Closed,Mahesh,Org line C,2012-01-11T07:33:20.000,2012-01-11T07:33:20.000
1-586382001,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Peter-Org line G4,Accepted-In Progress,Peter,Org line G4,2011-10-13T15:25:56.000,2011-10-13T15:25:56.000
1-586382001,Variant 1,1,Fluxicon Disco,Completed-Closed,Peter-Org line G4,Completed-Closed,Peter,Org line G4,2012-01-03T15:00:47.000,2012-01-03T15:00:47.000
1-599157997,Variant 29,29,Fluxicon Disco,Completed-Closed,Johan-Org line F,Completed-Closed,Johan,Org line F,2012-01-04T11:35:27.000,2012-01-04T11:35:27.000
1-599158067,Variant 28,28,Fluxicon Disco,Accepted-In Progress,Craig-Org line F,Accepted-In Progress,Craig,Org line F,2011-11-01T00:38:21.000,2011-11-01T00:38:21.000
1-599158067,Variant 28,28,Fluxicon Disco,Queued-Awaiting Assignment,Craig-Org line F,Queued-Awaiting Assignment,Craig,Org line F,2011-11-01T00:42:00.000,2011-11-01T00:42:00.000
1-599158067,Variant 28,28,Fluxicon Disco,Accepted-In Progress,Lennart-Org line F,Accepted-In Progress,Lennart,Org line F,2011-11-01T06:57:38.000,2011-11-01T06:57:38.000
1-599158067,Variant 28,28,Fluxicon Disco,Accepted-Assigned,Johan-Org line F,Accepted-Assigned,Johan,Org line F,2011-11-01T08:18:38.000,2011-11-01T08:18:38.000
1-599158067,Variant 28,28,Fluxicon Disco,Completed-Closed,Johan-Org line F,Completed-Closed,Johan,Org line F,2012-01-04T11:36:05.000,2012-01-04T11:36:05.000
1-599352141,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Niklas-Org line C,Accepted-In Progress,Niklas,Org line C,2011-11-01T07:23:43.000,2011-11-01T07:23:43.000
1-599352141,Variant 1,1,Fluxicon Disco,Completed-Closed,Niklas-Org line C,Completed-Closed,Niklas,Org line C,2012-01-09T07:19:48.000,2012-01-09T07:19:48.000
1-599517681,Variant 6,6,Fluxicon Disco,Accepted-In Progress,Ove-Org line A2,Accepted-In Progress,Ove,Org line A2,2011-11-01T12:35:50.000,2011-11-01T12:35:50.000
1-599517681,Variant 6,6,Fluxicon Disco,Accepted-Assigned,Ove-Org line A2,Accepted-Assigned,Ove,Org line A2,2011-11-07T12:11:29.000,2011-11-07T12:11:29.000
1-599517681,Variant 6,6,Fluxicon Disco,Accepted-In Progress,Marie-Org line A2,Accepted-In Progress,Marie,Org line A2,2012-01-09T13:01:54.000,2012-01-09T13:01:54.000
1-599517681,Variant 6,6,Fluxicon Disco,Completed-Closed,Marie-Org line A2,Completed-Closed,Marie,Org line A2,2012-01-09T13:02:05.000,2012-01-09T13:02:05.000
1-599586617,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Carolyn-Org line G3,Accepted-In Progress,Carolyn,Org line G3,2011-11-01T14:05:49.000,2011-11-01T14:05:49.000
1-599586617,Variant 5,5,Fluxicon Disco,Queued-Awaiting Assignment,Carolyn-Org line G3,Queued-Awaiting Assignment,Carolyn,Org line G3,2011-11-01T15:23:53.000,2011-11-01T15:23:53.000
1-599586617,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2012-01-09T12:20:00.000,2012-01-09T12:20:00.000
1-599586617,Variant 5,5,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-01-30T11:29:11.000,2012-01-30T11:29:11.000
1-599626401,Variant 214,214,Fluxicon Disco,Queued-Awaiting Assignment,Robert-Org line C,Queued-Awaiting Assignment,Robert,Org line C,2011-11-01T15:12:37.000,2011-11-01T15:12:37.000
1-599626401,Variant 214,214,Fluxicon Disco,Accepted-Assigned,Joshua-Org line C,Accepted-Assigned,Joshua,Org line C,2011-11-07T07:23:28.000,2011-11-07T07:23:28.000
1-599626401,Variant 214,214,Fluxicon Disco,Accepted-In Progress,Robert-Org line C,Accepted-In Progress,Robert,Org line C,2012-01-06T17:54:50.000,2012-01-06T17:54:50.000
1-599626401,Variant 214,214,Fluxicon Disco,Completed-Closed,Robert-Org line C,Completed-Closed,Robert,Org line C,2012-01-06T17:56:19.000,2012-01-06T17:56:19.000
1-600432558,Variant 6,6,Fluxicon Disco,Accepted-In Progress,Andreas-Org line G4,Accepted-In Progress,Andreas,Org line G4,2011-11-02T08:00:44.000,2011-11-02T08:00:44.000
1-600432558,Variant 6,6,Fluxicon Disco,Accepted-Assigned,Andreas-Org line G4,Accepted-Assigned,Andreas,Org line G4,2011-11-02T08:03:13.000,2011-11-02T08:03:13.000
1-600432558,Variant 6,6,Fluxicon Disco,Accepted-In Progress,Gustav-Org line G4,Accepted-In Progress,Gustav,Org line G4,2011-11-21T13:52:20.000,2011-11-21T13:52:20.000
1-600432558,Variant 6,6,Fluxicon Disco,Completed-Closed,Gustav-Org line G4,Completed-Closed,Gustav,Org line G4,2012-01-30T12:43:57.000,2012-01-30T12:43:57.000
1-600506847,Variant 215,215,Fluxicon Disco,Accepted-In Progress,Ann-Charlotte-Org line C,Accepted-In Progress,Ann-Charlotte,Org line C,2011-11-02T09:38:33.000,2011-11-02T09:38:33.000
1-600506847,Variant 215,215,Fluxicon Disco,Queued-Awaiting Assignment,Ann-Charlotte-Org line C,Queued-Awaiting Assignment,Ann-Charlotte,Org line C,2011-11-02T09:49:55.000,2011-11-02T09:49:55.000
1-600506847,Variant 215,215,Fluxicon Disco,Accepted-In Progress,Anders-Org line C,Accepted-In Progress,Anders,Org line C,2011-11-16T08:54:15.000,2011-11-16T08:54:15.000
1-600506847,Variant 215,215,Fluxicon Disco,Queued-Awaiting Assignment,Peter-Org line C,Queued-Awaiting Assignment,Peter,Org line C,2011-11-16T09:49:09.000,2011-11-16T09:49:09.000
1-600506847,Variant 215,215,Fluxicon Disco,Queued-Awaiting Assignment,Mica-Org line C,Queued-Awaiting Assignment,Mica,Org line C,2011-11-16T09:54:37.000,2011-11-16T09:54:37.000
1-600506847,Variant 215,215,Fluxicon Disco,Accepted-In Progress,Mica-Org line C,Accepted-In Progress,Mica,Org line C,2011-11-17T06:43:46.000,2011-11-17T06:43:46.000
1-600506847,Variant 215,215,Fluxicon Disco,Accepted-In Progress,Mårten-Org line C,Accepted-In Progress,Mårten,Org line C,2011-11-17T08:13:49.000,2011-11-17T08:13:49.000
1-600506847,Variant 215,215,Fluxicon Disco,Queued-Awaiting Assignment,Peter-Org line C,Queued-Awaiting Assignment,Peter,Org line C,2011-11-17T08:17:35.000,2011-11-17T08:17:35.000
1-600506847,Variant 215,215,Fluxicon Disco,Accepted-Assigned,Magnus-Org line C,Accepted-Assigned,Magnus,Org line C,2011-11-17T08:18:13.000,2011-11-17T08:18:13.000
1-600506847,Variant 215,215,Fluxicon Disco,Queued-Awaiting Assignment,Mica-Org line C,Queued-Awaiting Assignment,Mica,Org line C,2011-11-17T13:29:20.000,2011-11-17T13:29:20.000
1-600506847,Variant 215,215,Fluxicon Disco,Accepted-In Progress,Erik-Org line C,Accepted-In Progress,Erik,Org line C,2011-11-17T13:46:54.000,2011-11-17T13:46:54.000
1-600506847,Variant 215,215,Fluxicon Disco,Accepted-In Progress,Vikingur-Org line C,Accepted-In Progress,Vikingur,Org line C,2011-11-23T08:06:21.000,2011-11-23T08:06:21.000
1-600506847,Variant 215,215,Fluxicon Disco,Queued-Awaiting Assignment,Mica-Org line C,Queued-Awaiting Assignment,Mica,Org line C,2011-12-06T13:41:54.000,2011-12-06T13:41:54.000
1-600506847,Variant 215,215,Fluxicon Disco,Accepted-In Progress,Vikingur-Org line C,Accepted-In Progress,Vikingur,Org line C,2011-12-06T13:42:41.000,2011-12-06T13:42:41.000
1-600506847,Variant 215,215,Fluxicon Disco,Completed-Closed,Vikingur-Org line C,Completed-Closed,Vikingur,Org line C,2012-01-27T13:40:19.000,2012-01-27T13:40:19.000
1-600663061,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Börje-Org line C,Accepted-In Progress,Börje,Org line C,2011-11-02T12:11:01.000,2011-11-02T12:11:01.000
1-600663061,Variant 5,5,Fluxicon Disco,Queued-Awaiting Assignment,Börje-Org line C,Queued-Awaiting Assignment,Börje,Org line C,2011-11-02T12:11:07.000,2011-11-02T12:11:07.000
1-600663061,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Börje-Org line C,Accepted-In Progress,Börje,Org line C,2011-11-09T12:36:53.000,2011-11-09T12:36:53.000
1-600663061,Variant 5,5,Fluxicon Disco,Completed-Closed,Börje-Org line C,Completed-Closed,Börje,Org line C,2012-01-03T10:03:09.000,2012-01-03T10:03:09.000
1-600873076,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Aparna-Org line A2,Accepted-In Progress,Aparna,Org line A2,2011-11-02T18:58:55.000,2011-11-02T18:58:55.000
1-600873076,Variant 1,1,Fluxicon Disco,Completed-Closed,Aparna-Org line A2,Completed-Closed,Aparna,Org line A2,2012-01-26T10:00:39.000,2012-01-26T10:00:39.000
1-601289432,Variant 6,6,Fluxicon Disco,Accepted-In Progress,Saikat-Org line A2,Accepted-In Progress,Saikat,Org line A2,2011-11-03T04:42:43.000,2011-11-03T04:42:43.000
1-601289432,Variant 6,6,Fluxicon Disco,Accepted-Assigned,Saikat-Org line A2,Accepted-Assigned,Saikat,Org line A2,2012-01-18T10:55:47.000,2012-01-18T10:55:47.000
1-601289432,Variant 6,6,Fluxicon Disco,Accepted-In Progress,Saikat-Org line A2,Accepted-In Progress,Saikat,Org line A2,2012-02-22T06:10:05.000,2012-02-22T06:10:05.000
1-601289432,Variant 6,6,Fluxicon Disco,Completed-Closed,Saikat-Org line A2,Completed-Closed,Saikat,Org line A2,2012-02-22T06:11:43.000,2012-02-22T06:11:43.000
1-601400851,Variant 11,11,Fluxicon Disco,Accepted-In Progress,Sandra-Org line C,Accepted-In Progress,Sandra,Org line C,2011-11-03T08:48:02.000,2011-11-03T08:48:02.000
1-601400851,Variant 11,11,Fluxicon Disco,Queued-Awaiting Assignment,Sandra-Org line C,Queued-Awaiting Assignment,Sandra,Org line C,2011-12-07T14:01:12.000,2011-12-07T14:01:12.000
1-601400851,Variant 11,11,Fluxicon Disco,Accepted-In Progress,Andrzej-Org line A2,Accepted-In Progress,Andrzej,Org line A2,2011-12-07T14:01:20.000,2011-12-07T14:01:20.000
1-601400851,Variant 11,11,Fluxicon Disco,Queued-Awaiting Assignment,Cyril-Org line C,Queued-Awaiting Assignment,Cyril,Org line C,2011-12-07T14:04:17.000,2011-12-07T14:04:17.000
1-601400851,Variant 11,11,Fluxicon Disco,Accepted-In Progress,Cyril-Org line C,Accepted-In Progress,Cyril,Org line C,2012-01-10T15:27:44.000,2012-01-10T15:27:44.000
1-601400851,Variant 11,11,Fluxicon Disco,Completed-Closed,Cyril-Org line C,Completed-Closed,Cyril,Org line C,2012-01-10T15:29:11.000,2012-01-10T15:29:11.000
1-601433623,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Peter-Org line C,Accepted-In Progress,Peter,Org line C,2011-11-03T09:02:34.000,2011-11-03T09:02:34.000
1-601433623,Variant 1,1,Fluxicon Disco,Completed-Closed,Peter-Org line C,Completed-Closed,Peter,Org line C,2012-01-12T10:06:35.000,2012-01-12T10:06:35.000
1-601636752,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2011-11-03T12:23:28.000,2011-11-03T12:23:28.000
1-601636752,Variant 1,1,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-01-03T08:32:27.000,2012-01-03T08:32:27.000
1-601819090,Variant 20,20,Fluxicon Disco,Accepted-In Progress,Daniel-Org line C,Accepted-In Progress,Daniel,Org line C,2011-11-03T17:45:21.000,2011-11-03T17:45:21.000
1-601819090,Variant 20,20,Fluxicon Disco,Accepted-In Progress,Daniel-Org line C,Accepted-In Progress,Daniel,Org line C,2012-02-02T11:18:05.000,2012-02-02T11:18:05.000
1-601819090,Variant 20,20,Fluxicon Disco,Accepted-Assigned,Rajesh Kumar-Org line C,Accepted-Assigned,Rajesh Kumar,Org line C,2012-02-02T11:18:31.000,2012-02-02T11:18:31.000
1-601819090,Variant 20,20,Fluxicon Disco,Accepted-In Progress,Andres-Org line C,Accepted-In Progress,Andres,Org line C,2012-03-08T12:58:03.000,2012-03-08T12:58:03.000
1-601819090,Variant 20,20,Fluxicon Disco,Completed-Closed,Andres-Org line C,Completed-Closed,Andres,Org line C,2012-03-08T12:58:40.000,2012-03-08T12:58:40.000
1-602316021,Variant 7,7,Fluxicon Disco,Accepted-In Progress,Marcin-Org line A2,Accepted-In Progress,Marcin,Org line A2,2011-11-04T07:40:13.000,2011-11-04T07:40:13.000
1-602316021,Variant 7,7,Fluxicon Disco,Accepted-Wait,Marcin-Org line A2,Accepted-Wait,Marcin,Org line A2,2011-11-04T07:40:22.000,2011-11-04T07:40:22.000
1-602316021,Variant 7,7,Fluxicon Disco,Accepted-In Progress,Marcin-Org line A2,Accepted-In Progress,Marcin,Org line A2,2012-01-03T07:04:51.000,2012-01-03T07:04:51.000
1-602316021,Variant 7,7,Fluxicon Disco,Completed-Closed,Marcin-Org line A2,Completed-Closed,Marcin,Org line A2,2012-02-10T07:08:31.000,2012-02-10T07:08:31.000
1-602316067,Variant 7,7,Fluxicon Disco,Accepted-In Progress,Marcin-Org line A2,Accepted-In Progress,Marcin,Org line A2,2011-11-04T07:41:14.000,2011-11-04T07:41:14.000
1-602316067,Variant 7,7,Fluxicon Disco,Accepted-Wait,Marcin-Org line A2,Accepted-Wait,Marcin,Org line A2,2011-11-04T07:43:29.000,2011-11-04T07:43:29.000
1-602316067,Variant 7,7,Fluxicon Disco,Accepted-In Progress,Marcin-Org line A2,Accepted-In Progress,Marcin,Org line A2,2012-01-03T07:07:05.000,2012-01-03T07:07:05.000
1-602316067,Variant 7,7,Fluxicon Disco,Completed-Closed,Marcin-Org line A2,Completed-Closed,Marcin,Org line A2,2012-02-10T07:05:02.000,2012-02-10T07:05:02.000
1-602316153,Variant 216,216,Fluxicon Disco,Accepted-Wait,Henrik-Org line A2,Accepted-Wait,Henrik,Org line A2,2011-11-04T07:43:24.000,2011-11-04T07:43:24.000
1-602316153,Variant 216,216,Fluxicon Disco,Queued-Awaiting Assignment,Henrik-Org line A2,Queued-Awaiting Assignment,Henrik,Org line A2,2012-01-03T07:22:34.000,2012-01-03T07:22:34.000
1-602316153,Variant 216,216,Fluxicon Disco,Accepted-In Progress,Barbara-Org line A2,Accepted-In Progress,Barbara,Org line A2,2012-01-03T08:31:31.000,2012-01-03T08:31:31.000
1-602316153,Variant 216,216,Fluxicon Disco,Accepted-Wait,Barbara-Org line A2,Accepted-Wait,Barbara,Org line A2,2012-01-03T08:31:39.000,2012-01-03T08:31:39.000
1-602316153,Variant 216,216,Fluxicon Disco,Completed-Closed,Barbara-Org line A2,Completed-Closed,Barbara,Org line A2,2012-03-30T12:46:28.000,2012-03-30T12:46:28.000
1-602316201,Variant 15,15,Fluxicon Disco,Accepted-Wait,Marcin-Org line A2,Accepted-Wait,Marcin,Org line A2,2011-11-04T07:44:24.000,2011-11-04T07:44:24.000
1-602316201,Variant 15,15,Fluxicon Disco,Completed-Closed,Marcin-Org line A2,Completed-Closed,Marcin,Org line A2,2012-02-10T07:07:18.000,2012-02-10T07:07:18.000
1-602316215,Variant 33,33,Fluxicon Disco,Accepted-Wait,Marcin-Org line A2,Accepted-Wait,Marcin,Org line A2,2011-11-04T07:45:46.000,2011-11-04T07:45:46.000
1-602316215,Variant 33,33,Fluxicon Disco,Accepted-In Progress,Marcin-Org line A2,Accepted-In Progress,Marcin,Org line A2,2012-01-03T07:07:54.000,2012-01-03T07:07:54.000
1-602316215,Variant 33,33,Fluxicon Disco,Completed-Closed,Marcin-Org line A2,Completed-Closed,Marcin,Org line A2,2012-02-10T07:04:41.000,2012-02-10T07:04:41.000
1-602316249,Variant 15,15,Fluxicon Disco,Accepted-Wait,Marcin-Org line A2,Accepted-Wait,Marcin,Org line A2,2011-11-04T07:46:53.000,2011-11-04T07:46:53.000
1-602316249,Variant 15,15,Fluxicon Disco,Completed-Closed,Marcin-Org line A2,Completed-Closed,Marcin,Org line A2,2012-02-10T07:02:42.000,2012-02-10T07:02:42.000
1-602396115,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Jenny-Org line G1,Accepted-In Progress,Jenny,Org line G1,2011-11-04T09:27:04.000,2011-11-04T09:27:04.000
1-602396115,Variant 3,3,Fluxicon Disco,Accepted-Wait,Jenny-Org line G1,Accepted-Wait,Jenny,Org line G1,2011-11-04T11:23:05.000,2011-11-04T11:23:05.000
1-602396115,Variant 3,3,Fluxicon Disco,Completed-Closed,Jenny-Org line G1,Completed-Closed,Jenny,Org line G1,2012-05-21T12:49:52.000,2012-05-21T12:49:52.000
1-602464818,Variant 15,15,Fluxicon Disco,Accepted-Wait,Grzegorz-Org line A2,Accepted-Wait,Grzegorz,Org line A2,2011-11-04T15:13:21.000,2011-11-04T15:13:21.000
1-602464818,Variant 15,15,Fluxicon Disco,Completed-Closed,Grzegorz-Org line A2,Completed-Closed,Grzegorz,Org line A2,2012-04-23T12:37:01.000,2012-04-23T12:37:01.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-In Progress,Praveen-Org line C,Accepted-In Progress,Praveen,Org line C,2011-11-06T08:00:41.000,2011-11-06T08:00:41.000
1-602870173,Variant 217,217,Fluxicon Disco,Queued-Awaiting Assignment,Praveen-Org line C,Queued-Awaiting Assignment,Praveen,Org line C,2011-11-06T08:10:10.000,2011-11-06T08:10:10.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-In Progress,Sameer-Org line C,Accepted-In Progress,Sameer,Org line C,2011-11-07T07:35:18.000,2011-11-07T07:35:18.000
1-602870173,Variant 217,217,Fluxicon Disco,Queued-Awaiting Assignment,Martin-Org line C,Queued-Awaiting Assignment,Martin,Org line C,2011-11-07T07:38:14.000,2011-11-07T07:38:14.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-In Progress,Michael-Org line C,Accepted-In Progress,Michael,Org line C,2011-11-07T08:10:45.000,2011-11-07T08:10:45.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-Wait,Michael-Org line C,Accepted-Wait,Michael,Org line C,2011-11-07T09:03:58.000,2011-11-07T09:03:58.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-In Progress,Michael-Org line C,Accepted-In Progress,Michael,Org line C,2011-11-07T10:45:40.000,2011-11-07T10:45:40.000
1-602870173,Variant 217,217,Fluxicon Disco,Queued-Awaiting Assignment,Daniel-Org line C,Queued-Awaiting Assignment,Daniel,Org line C,2011-11-07T10:47:27.000,2011-11-07T10:47:27.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-In Progress,Mikael-Org line C,Accepted-In Progress,Mikael,Org line C,2011-11-08T09:42:37.000,2011-11-08T09:42:37.000
