Case_ID,Start_Time,End_Time,Activity,Resource
request for payment 32100,2018-04-11T10:25:09.000,2018-04-11T10:25:09.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 32100,2018-04-11T14:17:38.000,2018-04-11T14:17:38.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 32100,2018-04-18T04:15:18.000,2018-04-18T04:15:18.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 32100,2018-04-25T11:52:56.000,2018-04-25T11:52:56.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 32100,2018-04-25T11:55:41.000,2018-04-25T11:55:41.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 32100,2018-04-26T09:06:16.000,2018-04-26T09:06:16.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 32100,2018-05-03T04:15:16.000,2018-05-03T04:15:16.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 32100,2018-05-07T06:56:11.000,2018-05-07T06:56:11.000,Request Payment,UNDEFINED
request for payment 32100,2018-05-14T16:31:23.000,2018-05-14T16:31:23.000,Payment Handled,UNDEFINED
request for payment 185918,2018-04-11T12:56:48.000,2018-04-11T12:56:48.000,Request For Payment SAVED by EMPLOYEE,EMPLOYEE
request for payment 43473,2018-04-11T12:57:26.000,2018-04-11T12:57:26.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 43473,2018-04-11T12:57:30.000,2018-04-11T12:57:30.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 43473,2018-04-11T14:00:26.000,2018-04-11T14:00:26.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 43473,2018-04-13T08:20:08.000,2018-04-13T08:20:08.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 43473,2018-04-25T10:21:33.000,2018-04-25T10:21:33.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 43473,2018-04-25T10:39:05.000,2018-04-25T10:39:05.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 43473,2018-04-26T13:54:58.000,2018-04-26T13:54:58.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 43473,2018-05-02T08:55:00.000,2018-05-02T08:55:00.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 43473,2018-05-03T09:25:15.000,2018-05-03T09:25:15.000,Request Payment,UNDEFINED
request for payment 43473,2018-05-07T16:31:15.000,2018-05-07T16:31:15.000,Payment Handled,UNDEFINED
request for payment 46946,2018-04-11T13:54:21.000,2018-04-11T13:54:21.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 46946,2018-04-11T13:54:52.000,2018-04-11T13:54:52.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 46946,2018-04-12T08:48:03.000,2018-04-12T08:48:03.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 46946,2018-04-20T14:28:19.000,2018-04-20T14:28:19.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 46946,2018-04-20T14:28:31.000,2018-04-20T14:28:31.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 46946,2018-04-23T15:41:32.000,2018-04-23T15:41:32.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 46946,2018-05-15T11:49:30.000,2018-05-15T11:49:30.000,Request Payment,UNDEFINED
request for payment 46946,2018-05-17T16:31:35.000,2018-05-17T16:31:35.000,Payment Handled,UNDEFINED
request for payment 46948,2018-04-11T13:54:21.000,2018-04-11T13:54:21.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 46948,2018-04-11T13:54:52.000,2018-04-11T13:54:52.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 46948,2018-04-12T08:48:03.000,2018-04-12T08:48:03.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 46948,2018-04-13T07:01:22.000,2018-04-13T07:01:22.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 46948,2018-04-13T07:01:34.000,2018-04-13T07:01:34.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 46948,2018-04-17T14:17:24.000,2018-04-17T14:17:24.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 46948,2018-04-17T15:05:50.000,2018-04-17T15:05:50.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 46948,2018-04-17T15:07:21.000,2018-04-17T15:07:21.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 46948,2018-04-18T11:11:01.000,2018-04-18T11:11:01.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 46948,2018-04-19T08:36:37.000,2018-04-19T08:36:37.000,Request Payment,UNDEFINED
request for payment 46948,2018-04-23T16:31:12.000,2018-04-23T16:31:12.000,Payment Handled,UNDEFINED
request for payment 33299,2018-04-11T14:00:00.000,2018-04-11T14:00:00.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33299,2018-04-11T17:06:42.000,2018-04-11T17:06:42.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33299,2018-04-12T09:08:00.000,2018-04-12T09:08:00.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33299,2018-04-27T15:36:35.000,2018-04-27T15:36:35.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33299,2018-04-27T15:36:52.000,2018-04-27T15:36:52.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33299,2018-04-30T10:35:13.000,2018-04-30T10:35:13.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33299,2018-04-30T19:01:49.000,2018-04-30T19:01:49.000,Request Payment,UNDEFINED
request for payment 33299,2018-05-03T16:31:17.000,2018-05-03T16:31:17.000,Payment Handled,UNDEFINED
request for payment 37104,2018-04-11T14:49:01.000,2018-04-11T14:49:01.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 37104,2018-04-11T14:49:03.000,2018-04-11T14:49:03.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 37104,2018-04-12T08:51:16.000,2018-04-12T08:51:16.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 37104,2018-04-12T14:00:16.000,2018-04-12T14:00:16.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 37104,2018-04-25T10:39:20.000,2018-04-25T10:39:20.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 37104,2018-04-25T10:40:31.000,2018-04-25T10:40:31.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 37104,2018-04-25T13:00:32.000,2018-04-25T13:00:32.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 37104,2018-04-25T17:23:02.000,2018-04-25T17:23:02.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 37104,2018-04-25T17:24:01.000,2018-04-25T17:24:01.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 37104,2018-04-26T07:35:41.000,2018-04-26T07:35:41.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 37104,2018-05-01T06:54:57.000,2018-05-01T06:54:57.000,Request Payment,UNDEFINED
request for payment 37104,2018-05-03T16:31:17.000,2018-05-03T16:31:17.000,Payment Handled,UNDEFINED
request for payment 46989,2018-04-11T15:19:06.000,2018-04-11T15:19:06.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 46989,2018-04-11T15:19:09.000,2018-04-11T15:19:09.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 46989,2018-04-12T08:48:43.000,2018-04-12T08:48:43.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 46989,2018-04-19T04:15:20.000,2018-04-19T04:15:20.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 46989,2018-06-03T16:06:39.000,2018-06-03T16:06:39.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 46989,2018-06-03T16:06:43.000,2018-06-03T16:06:43.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 46989,2018-06-06T08:35:57.000,2018-06-06T08:35:57.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 46989,2018-06-13T04:15:13.000,2018-06-13T04:15:13.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 46989,2018-06-15T09:40:11.000,2018-06-15T09:40:11.000,Request Payment,UNDEFINED
request for payment 46989,2018-06-18T16:31:20.000,2018-06-18T16:31:20.000,Payment Handled,UNDEFINED
request for payment 46987,2018-04-11T15:19:06.000,2018-04-11T15:19:06.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 46987,2018-04-11T15:19:09.000,2018-04-11T15:19:09.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 46987,2018-04-12T08:48:43.000,2018-04-12T08:48:43.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 46987,2018-04-19T04:15:20.000,2018-04-19T04:15:20.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 46987,2018-04-20T11:00:20.000,2018-04-20T11:00:20.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 46987,2018-04-20T11:01:03.000,2018-04-20T11:01:03.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 46987,2018-04-20T12:41:49.000,2018-04-20T12:41:49.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 46987,2018-04-27T04:15:43.000,2018-04-27T04:15:43.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 46987,2018-05-01T13:41:29.000,2018-05-01T13:41:29.000,Request Payment,UNDEFINED
request for payment 46987,2018-05-03T16:31:17.000,2018-05-03T16:31:17.000,Payment Handled,UNDEFINED
request for payment 21589,2018-04-11T16:19:16.000,2018-04-11T16:19:16.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 21589,2018-04-11T16:19:33.000,2018-04-11T16:19:33.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 21589,2018-04-12T06:54:17.000,2018-04-12T06:54:17.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 21589,2018-04-17T06:22:59.000,2018-04-17T06:22:59.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 21589,2018-04-18T19:00:30.000,2018-04-18T19:00:30.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 21589,2018-04-24T07:41:08.000,2018-04-24T07:41:08.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 21590,2018-04-11T16:19:16.000,2018-04-11T16:19:16.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 21590,2018-04-11T16:19:33.000,2018-04-11T16:19:33.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 21590,2018-04-12T06:54:17.000,2018-04-12T06:54:17.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 21590,2018-05-30T16:03:28.000,2018-05-30T16:03:28.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 21590,2018-05-30T16:04:56.000,2018-05-30T16:04:56.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 21590,2018-05-31T09:28:00.000,2018-05-31T09:28:00.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 21590,2018-06-01T13:17:41.000,2018-06-01T13:17:41.000,Request Payment,UNDEFINED
request for payment 21590,2018-06-04T16:31:15.000,2018-06-04T16:31:15.000,Payment Handled,UNDEFINED
request for payment 21587,2018-04-11T16:19:16.000,2018-04-11T16:19:16.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 21587,2018-04-11T16:19:33.000,2018-04-11T16:19:33.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 21587,2018-04-12T06:54:17.000,2018-04-12T06:54:17.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 21587,2018-05-07T18:14:42.000,2018-05-07T18:14:42.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 21587,2018-05-07T18:16:20.000,2018-05-07T18:16:20.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 21587,2018-05-14T12:31:00.000,2018-05-14T12:31:00.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 43493,2018-04-11T17:38:33.000,2018-04-11T17:38:33.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 43493,2018-04-11T17:38:44.000,2018-04-11T17:38:44.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 43493,2018-04-12T09:07:51.000,2018-04-12T09:07:51.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 43493,2018-04-25T07:39:57.000,2018-04-25T07:39:57.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 43493,2018-04-25T07:41:37.000,2018-04-25T07:41:37.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 43493,2018-04-25T12:58:45.000,2018-04-25T12:58:45.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 43493,2018-04-30T19:01:50.000,2018-04-30T19:01:50.000,Request Payment,UNDEFINED
request for payment 43493,2018-05-03T16:31:17.000,2018-05-03T16:31:17.000,Payment Handled,UNDEFINED
request for payment 47026,2018-04-12T09:08:21.000,2018-04-12T09:08:21.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47026,2018-04-12T09:08:25.000,2018-04-12T09:08:25.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47026,2018-04-16T07:54:02.000,2018-04-16T07:54:02.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47026,2018-06-07T12:03:01.000,2018-06-07T12:03:01.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47026,2018-06-07T12:03:16.000,2018-06-07T12:03:16.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 47026,2018-06-12T09:48:49.000,2018-06-12T09:48:49.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 33321,2018-04-12T10:00:44.000,2018-04-12T10:00:44.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33321,2018-04-12T10:03:53.000,2018-04-12T10:03:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33321,2018-04-19T08:52:36.000,2018-04-19T08:52:36.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33321,2018-04-19T09:15:05.000,2018-04-19T09:15:05.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 33321,2018-05-15T09:09:52.000,2018-05-15T09:09:52.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33321,2018-05-15T09:12:20.000,2018-05-15T09:12:20.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33321,2018-05-15T10:07:48.000,2018-05-15T10:07:48.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33321,2018-05-17T11:53:01.000,2018-05-17T11:53:01.000,Request Payment,UNDEFINED
request for payment 33321,2018-05-24T16:31:08.000,2018-05-24T16:31:08.000,Payment Handled,UNDEFINED
request for payment 33324,2018-04-12T10:00:44.000,2018-04-12T10:00:44.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33324,2018-04-12T10:03:53.000,2018-04-12T10:03:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33324,2018-04-19T08:52:36.000,2018-04-19T08:52:36.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33324,2018-04-19T09:15:05.000,2018-04-19T09:15:05.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 33324,2018-04-19T10:19:29.000,2018-04-19T10:19:29.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33324,2018-04-19T10:19:41.000,2018-04-19T10:19:41.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33324,2018-04-23T15:46:56.000,2018-04-23T15:46:56.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33324,2018-04-23T16:06:15.000,2018-04-23T16:06:15.000,Request Payment,UNDEFINED
request for payment 33324,2018-04-26T16:30:55.000,2018-04-26T16:30:55.000,Payment Handled,UNDEFINED
request for payment 33330,2018-04-12T10:00:44.000,2018-04-12T10:00:44.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33330,2018-04-12T10:03:53.000,2018-04-12T10:03:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33330,2018-04-19T08:52:36.000,2018-04-19T08:52:36.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33330,2018-04-19T09:15:05.000,2018-04-19T09:15:05.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 33330,2018-05-24T18:22:43.000,2018-05-24T18:22:43.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33330,2018-05-24T18:22:51.000,2018-05-24T18:22:51.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33330,2018-05-29T10:29:39.000,2018-05-29T10:29:39.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33330,2018-05-31T11:16:00.000,2018-05-31T11:16:00.000,Request Payment,UNDEFINED
request for payment 33330,2018-06-04T16:31:15.000,2018-06-04T16:31:15.000,Payment Handled,UNDEFINED
request for payment 33326,2018-04-12T10:00:44.000,2018-04-12T10:00:44.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33326,2018-04-12T10:03:53.000,2018-04-12T10:03:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33326,2018-04-19T08:52:36.000,2018-04-19T08:52:36.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33326,2018-04-19T09:15:05.000,2018-04-19T09:15:05.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 33326,2018-05-27T21:50:58.000,2018-05-27T21:50:58.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33326,2018-05-27T21:51:02.000,2018-05-27T21:51:02.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 33326,2018-05-28T14:21:37.000,2018-05-28T14:21:37.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 33326,2018-05-28T17:01:13.000,2018-05-28T17:01:13.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33326,2018-05-28T17:01:23.000,2018-05-28T17:01:23.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33326,2018-05-29T06:52:33.000,2018-05-29T06:52:33.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33326,2018-05-31T11:14:22.000,2018-05-31T11:14:22.000,Request Payment,UNDEFINED
request for payment 33326,2018-06-04T16:31:15.000,2018-06-04T16:31:15.000,Payment Handled,UNDEFINED
request for payment 33328,2018-04-12T10:00:44.000,2018-04-12T10:00:44.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33328,2018-04-12T10:03:53.000,2018-04-12T10:03:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33328,2018-04-19T08:52:36.000,2018-04-19T08:52:36.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33328,2018-04-19T09:15:05.000,2018-04-19T09:15:05.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 33328,2018-07-12T12:46:39.000,2018-07-12T12:46:39.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33328,2018-07-12T12:49:38.000,2018-07-12T12:49:38.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33328,2018-07-19T12:28:28.000,2018-07-19T12:28:28.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33328,2018-07-20T08:08:11.000,2018-07-20T08:08:11.000,Request Payment,UNDEFINED
request for payment 33328,2018-07-23T16:31:11.000,2018-07-23T16:31:11.000,Payment Handled,UNDEFINED
request for payment 47320,2018-04-12T10:16:02.000,2018-04-12T10:16:02.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47320,2018-04-12T10:16:53.000,2018-04-12T10:16:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47320,2018-04-19T08:51:30.000,2018-04-19T08:51:30.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 47320,2018-04-24T07:31:23.000,2018-04-24T07:31:23.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47320,2018-04-24T08:04:51.000,2018-04-24T08:04:51.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 47320,2018-06-04T14:25:32.000,2018-06-04T14:25:32.000,Request For Payment SAVED by EMPLOYEE,EMPLOYEE
request for payment 47325,2018-04-12T10:16:02.000,2018-04-12T10:16:02.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47325,2018-04-12T10:16:53.000,2018-04-12T10:16:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47325,2018-04-19T08:51:30.000,2018-04-19T08:51:30.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 47325,2018-04-24T07:31:23.000,2018-04-24T07:31:23.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47325,2018-04-24T08:04:51.000,2018-04-24T08:04:51.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 47325,2018-05-31T09:35:23.000,2018-05-31T09:35:23.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47325,2018-05-31T09:35:37.000,2018-05-31T09:35:37.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47325,2018-06-04T13:18:12.000,2018-06-04T13:18:12.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 47325,2018-06-06T07:48:42.000,2018-06-06T07:48:42.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47325,2018-06-07T10:15:42.000,2018-06-07T10:15:42.000,Request Payment,UNDEFINED
request for payment 47325,2018-06-11T16:31:19.000,2018-06-11T16:31:19.000,Payment Handled,UNDEFINED
request for payment 47321,2018-04-12T10:16:02.000,2018-04-12T10:16:02.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47321,2018-04-12T10:16:53.000,2018-04-12T10:16:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47321,2018-04-19T08:51:30.000,2018-04-19T08:51:30.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 47321,2018-04-24T07:31:23.000,2018-04-24T07:31:23.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47321,2018-04-24T08:04:51.000,2018-04-24T08:04:51.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 47321,2018-05-31T10:40:43.000,2018-05-31T10:40:43.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47321,2018-05-31T10:40:48.000,2018-05-31T10:40:48.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 47321,2018-06-04T13:23:19.000,2018-06-04T13:23:19.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 47321,2018-06-04T13:37:49.000,2018-06-04T13:37:49.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47321,2018-06-04T13:37:58.000,2018-06-04T13:37:58.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47321,2018-06-04T13:40:48.000,2018-06-04T13:40:48.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 47321,2018-06-06T07:48:42.000,2018-06-06T07:48:42.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47321,2018-06-07T10:20:47.000,2018-06-07T10:20:47.000,Request Payment,UNDEFINED
request for payment 47321,2018-06-11T16:31:19.000,2018-06-11T16:31:19.000,Payment Handled,UNDEFINED
request for payment 47327,2018-04-12T10:16:02.000,2018-04-12T10:16:02.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47327,2018-04-12T10:16:53.000,2018-04-12T10:16:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47327,2018-04-19T08:51:30.000,2018-04-19T08:51:30.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 47327,2018-04-24T07:31:23.000,2018-04-24T07:31:23.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47327,2018-04-24T08:04:51.000,2018-04-24T08:04:51.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 47327,2018-05-31T08:58:26.000,2018-05-31T08:58:26.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47327,2018-05-31T09:26:26.000,2018-05-31T09:26:26.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 47327,2018-06-04T13:06:07.000,2018-06-04T13:06:07.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 47327,2018-06-05T09:51:29.000,2018-06-05T09:51:29.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47327,2018-06-05T09:51:33.000,2018-06-05T09:51:33.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47327,2018-06-06T08:26:22.000,2018-06-06T08:26:22.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 47327,2018-06-07T09:34:36.000,2018-06-07T09:34:36.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47327,2018-06-07T10:19:33.000,2018-06-07T10:19:33.000,Request Payment,UNDEFINED
request for payment 47327,2018-06-11T16:31:19.000,2018-06-11T16:31:19.000,Payment Handled,UNDEFINED
request for payment 47323,2018-04-12T10:16:02.000,2018-04-12T10:16:02.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47323,2018-04-12T10:16:53.000,2018-04-12T10:16:53.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47323,2018-04-19T08:51:30.000,2018-04-19T08:51:30.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 47323,2018-04-24T07:31:23.000,2018-04-24T07:31:23.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47323,2018-04-24T08:04:51.000,2018-04-24T08:04:51.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
