Case ID,start_timestamp,end_timestamp,Creator,Resource,variant_index,ActivityID,Activity
1695,2010-09-16T21:51:37,2010-09-16T21:51:37,Fluxicon Disco, Variant 1,1,1,1
1695,2010-09-16T21:53:44,2010-09-16T21:53:44,Fluxicon Disco, Variant 1,1,8,8
1695,2010-09-30T15:28:09,2010-09-30T15:28:09,Fluxicon Disco, Variant 1,1,6,6
1696,2012-07-02T22:40:23,2012-07-02T22:40:23,Fluxicon Disco, Variant 1,1,1,1
1696,2012-07-02T22:44:29,2012-07-02T22:44:29,Fluxicon Disco, Variant 1,1,8,8
1696,2012-07-03T17:50:15,2012-07-03T17:50:15,Fluxicon Disco, Variant 1,1,6,6
1698,2012-06-12T15:56:32,2012-06-12T15:56:32,Fluxicon Disco, Variant 1,1,1,1
1698,2012-06-12T15:56:39,2012-06-12T15:56:39,Fluxicon Disco, Variant 1,1,8,8
1698,2012-06-12T16:01:36,2012-06-12T16:01:36,Fluxicon Disco, Variant 1,1,6,6
1699,2011-11-30T19:50:45,2011-11-30T19:50:45,Fluxicon Disco, Variant 1,1,1,1
1699,2011-12-03T00:32:42,2011-12-03T00:32:42,Fluxicon Disco, Variant 1,1,8,8
1699,2011-12-14T17:09:15,2011-12-14T17:09:15,Fluxicon Disco, Variant 1,1,6,6
1700,2011-08-31T14:49:37,2011-08-31T14:49:37,Fluxicon Disco, Variant 1,1,1,1
1700,2011-08-31T14:53:55,2011-08-31T14:53:55,Fluxicon Disco, Variant 1,1,8,8
1700,2011-08-31T17:12:18,2011-08-31T17:12:18,Fluxicon Disco, Variant 1,1,6,6
1701,2010-02-19T19:15:15,2010-02-19T19:15:15,Fluxicon Disco, Variant 4,4,1,1
1701,2010-03-05T18:10:46,2010-03-05T18:10:46,Fluxicon Disco, Variant 4,4,1,1
1701,2010-03-05T19:05:36,2010-03-05T19:05:36,Fluxicon Disco, Variant 4,4,8,8
1701,2010-03-06T01:05:32,2010-03-06T01:05:32,Fluxicon Disco, Variant 4,4,6,6
1702,2011-11-16T16:32:47,2011-11-16T16:32:47,Fluxicon Disco, Variant 2,2,1,1
1702,2011-11-17T00:08:59,2011-11-17T00:08:59,Fluxicon Disco, Variant 2,2,8,8
1702,2011-11-21T17:07:29,2011-11-21T17:07:29,Fluxicon Disco, Variant 2,2,9,9
1702,2011-12-02T21:30:57,2011-12-02T21:30:57,Fluxicon Disco, Variant 2,2,6,6
1703,2010-01-26T22:14:39,2010-01-26T22:14:39,Fluxicon Disco, Variant 1,1,1,1
1703,2010-02-10T00:14:20,2010-02-10T00:14:20,Fluxicon Disco, Variant 1,1,8,8
1703,2010-02-10T00:14:25,2010-02-10T00:14:25,Fluxicon Disco, Variant 1,1,6,6
1705,2010-11-10T16:24:06,2010-11-10T16:24:06,Fluxicon Disco, Variant 1,1,1,1
1705,2010-11-10T16:36:09,2010-11-10T16:36:09,Fluxicon Disco, Variant 1,1,8,8
1705,2010-11-10T16:37:45,2010-11-10T16:37:45,Fluxicon Disco, Variant 1,1,6,6
1706,2010-11-12T22:59:26,2010-11-12T22:59:26,Fluxicon Disco, Variant 4,4,1,1
1706,2010-11-12T23:58:47,2010-11-12T23:58:47,Fluxicon Disco, Variant 4,4,1,1
1706,2010-11-17T19:25:05,2010-11-17T19:25:05,Fluxicon Disco, Variant 4,4,8,8
1706,2010-11-17T19:25:14,2010-11-17T19:25:14,Fluxicon Disco, Variant 4,4,6,6
1707,2011-02-10T00:51:30,2011-02-10T00:51:30,Fluxicon Disco, Variant 4,4,1,1
1707,2011-02-11T16:48:12,2011-02-11T16:48:12,Fluxicon Disco, Variant 4,4,1,1
1707,2011-02-11T16:49:43,2011-02-11T16:49:43,Fluxicon Disco, Variant 4,4,8,8
1707,2011-02-11T17:08:55,2011-02-11T17:08:55,Fluxicon Disco, Variant 4,4,6,6
1708,2012-07-04T14:01:43,2012-07-04T14:01:43,Fluxicon Disco, Variant 1,1,1,1
1708,2012-07-04T15:19:05,2012-07-04T15:19:05,Fluxicon Disco, Variant 1,1,8,8
1708,2012-07-04T16:42:58,2012-07-04T16:42:58,Fluxicon Disco, Variant 1,1,6,6
1710,2011-11-28T17:10:22,2011-11-28T17:10:22,Fluxicon Disco, Variant 1,1,1,1
1710,2011-11-28T17:11:14,2011-11-28T17:11:14,Fluxicon Disco, Variant 1,1,8,8
1710,2011-11-28T17:39:36,2011-11-28T17:39:36,Fluxicon Disco, Variant 1,1,6,6
1712,2011-09-22T17:18:31,2011-09-22T17:18:31,Fluxicon Disco, Variant 1,1,1,1
1712,2011-09-22T17:55:08,2011-09-22T17:55:08,Fluxicon Disco, Variant 1,1,8,8
1712,2011-09-23T14:02:25,2011-09-23T14:02:25,Fluxicon Disco, Variant 1,1,6,6
1713,2010-04-26T16:34:35,2010-04-26T16:34:35,Fluxicon Disco, Variant 1,1,1,1
1713,2010-05-04T18:30:57,2010-05-04T18:30:57,Fluxicon Disco, Variant 1,1,8,8
1713,2010-05-04T20:12:24,2010-05-04T20:12:24,Fluxicon Disco, Variant 1,1,6,6
1714,2010-04-23T17:20:28,2010-04-23T17:20:28,Fluxicon Disco, Variant 44,44,3,3
1714,2010-04-23T17:21:12,2010-04-23T17:21:12,Fluxicon Disco, Variant 44,44,1,1
1714,2010-04-27T17:32:20,2010-04-27T17:32:20,Fluxicon Disco, Variant 44,44,8,8
1714,2010-04-28T16:24:46,2010-04-28T16:24:46,Fluxicon Disco, Variant 44,44,6,6
1714,2010-04-29T20:07:31,2010-04-29T20:07:31,Fluxicon Disco, Variant 44,44,8,8
1714,2010-04-30T15:51:12,2010-04-30T15:51:12,Fluxicon Disco, Variant 44,44,9,9
1714,2010-05-14T22:18:25,2010-05-14T22:18:25,Fluxicon Disco, Variant 44,44,8,8
1714,2010-05-14T22:26:54,2010-05-14T22:26:54,Fluxicon Disco, Variant 44,44,6,6
1715,2011-10-04T19:39:51,2011-10-04T19:39:51,Fluxicon Disco, Variant 5,5,1,1
1715,2011-10-04T19:42:42,2011-10-04T19:42:42,Fluxicon Disco, Variant 5,5,6,6
1716,2011-12-23T17:48:40,2011-12-23T17:48:40,Fluxicon Disco, Variant 56,56,1,1
1716,2011-12-23T17:48:57,2011-12-23T17:48:57,Fluxicon Disco, Variant 56,56,8,8
1716,2011-12-23T23:53:58,2011-12-23T23:53:58,Fluxicon Disco, Variant 56,56,9,9
1716,2012-01-11T16:45:27,2012-01-11T16:45:27,Fluxicon Disco, Variant 56,56,9,9
1716,2012-01-11T16:45:27,2012-01-11T16:45:27,Fluxicon Disco, Variant 56,56,9,9
1716,2012-01-27T17:48:44,2012-01-27T17:48:44,Fluxicon Disco, Variant 56,56,6,6
1717,2012-01-16T16:41:16,2012-01-16T16:41:16,Fluxicon Disco, Variant 5,5,1,1
1717,2012-01-16T21:58:55,2012-01-16T21:58:55,Fluxicon Disco, Variant 5,5,6,6
1719,2012-01-30T16:04:44,2012-01-30T16:04:44,Fluxicon Disco, Variant 6,6,1,1
1719,2012-01-30T16:05:01,2012-01-30T16:05:01,Fluxicon Disco, Variant 6,6,8,8
1719,2012-02-02T00:19:39,2012-02-02T00:19:39,Fluxicon Disco, Variant 6,6,6,6
1719,2012-02-02T00:19:40,2012-02-02T00:19:40,Fluxicon Disco, Variant 6,6,6,6
1720,2010-07-07T21:19:17,2010-07-07T21:19:17,Fluxicon Disco, Variant 3,3,1,1
1720,2010-07-21T14:49:03,2010-07-21T14:49:03,Fluxicon Disco, Variant 3,3,8,8
1720,2010-07-21T14:50:35,2010-07-21T14:50:35,Fluxicon Disco, Variant 3,3,9,9
1720,2010-07-27T14:16:30,2010-07-27T14:16:30,Fluxicon Disco, Variant 3,3,8,8
1720,2010-07-27T14:16:38,2010-07-27T14:16:38,Fluxicon Disco, Variant 3,3,6,6
1721,2011-02-10T22:08:55,2011-02-10T22:08:55,Fluxicon Disco, Variant 1,1,1,1
1721,2011-02-10T22:09:04,2011-02-10T22:09:04,Fluxicon Disco, Variant 1,1,8,8
1721,2011-02-10T22:11:33,2011-02-10T22:11:33,Fluxicon Disco, Variant 1,1,6,6
1722,2012-07-24T22:33:46,2012-07-24T22:33:46,Fluxicon Disco, Variant 1,1,1,1
1722,2012-07-26T22:24:15,2012-07-26T22:24:15,Fluxicon Disco, Variant 1,1,8,8
1722,2012-07-31T16:01:52,2012-07-31T16:01:52,Fluxicon Disco, Variant 1,1,6,6
1724,2011-02-21T23:08:16,2011-02-21T23:08:16,Fluxicon Disco, Variant 30,30,1,1
1724,2011-02-28T19:41:09,2011-02-28T19:41:09,Fluxicon Disco, Variant 30,30,9,9
1724,2011-03-18T22:47:03,2011-03-18T22:47:03,Fluxicon Disco, Variant 30,30,8,8
1724,2011-03-18T22:47:11,2011-03-18T22:47:11,Fluxicon Disco, Variant 30,30,9,9
1724,2011-03-23T19:12:52,2011-03-23T19:12:52,Fluxicon Disco, Variant 30,30,8,8
1724,2011-03-23T19:13:06,2011-03-23T19:13:06,Fluxicon Disco, Variant 30,30,6,6
1725,2012-01-23T19:15:33,2012-01-23T19:15:33,Fluxicon Disco, Variant 5,5,1,1
1725,2012-01-23T19:15:57,2012-01-23T19:15:57,Fluxicon Disco, Variant 5,5,6,6
1726,2011-11-18T17:05:05,2011-11-18T17:05:05,Fluxicon Disco, Variant 2,2,1,1
1726,2011-11-22T19:48:29,2011-11-22T19:48:29,Fluxicon Disco, Variant 2,2,8,8
1726,2011-11-22T22:41:52,2011-11-22T22:41:52,Fluxicon Disco, Variant 2,2,9,9
1726,2011-11-23T17:43:53,2011-11-23T17:43:53,Fluxicon Disco, Variant 2,2,6,6
1727,2011-03-07T19:01:23,2011-03-07T19:01:23,Fluxicon Disco, Variant 1,1,1,1
1727,2011-03-07T19:01:58,2011-03-07T19:01:58,Fluxicon Disco, Variant 1,1,8,8
1727,2011-03-09T17:17:20,2011-03-09T17:17:20,Fluxicon Disco, Variant 1,1,6,6
1728,2010-09-02T16:32:24,2010-09-02T16:32:24,Fluxicon Disco, Variant 101,101,3,3
1728,2010-09-02T21:42:45,2010-09-02T21:42:45,Fluxicon Disco, Variant 101,101,1,1
1728,2010-09-03T15:47:27,2010-09-03T15:47:27,Fluxicon Disco, Variant 101,101,8,8
1728,2010-09-03T15:47:36,2010-09-03T15:47:36,Fluxicon Disco, Variant 101,101,6,6
1728,2010-09-08T19:53:51,2010-09-08T19:53:51,Fluxicon Disco, Variant 101,101,8,8
1728,2010-09-08T21:12:40,2010-09-08T21:12:40,Fluxicon Disco, Variant 101,101,6,6
1729,2011-07-11T14:20:27,2011-07-11T14:20:27,Fluxicon Disco, Variant 9,9,1,1
1729,2011-07-15T16:46:32,2011-07-15T16:46:32,Fluxicon Disco, Variant 9,9,8,8
1729,2011-07-15T17:20:24,2011-07-15T17:20:24,Fluxicon Disco, Variant 9,9,6,6
1729,2011-08-02T14:34:25,2011-08-02T14:34:25,Fluxicon Disco, Variant 9,9,8,8
1729,2011-08-05T14:17:52,2011-08-05T14:17:52,Fluxicon Disco, Variant 9,9,6,6
1731,2011-10-26T16:36:37,2011-10-26T16:36:37,Fluxicon Disco, Variant 1,1,1,1
1731,2011-10-26T16:36:49,2011-10-26T16:36:49,Fluxicon Disco, Variant 1,1,8,8
1731,2011-10-26T17:16:02,2011-10-26T17:16:02,Fluxicon Disco, Variant 1,1,6,6
1732,2012-03-29T22:31:13,2012-03-29T22:31:13,Fluxicon Disco, Variant 1,1,1,1
1732,2012-03-29T22:31:30,2012-03-29T22:31:30,Fluxicon Disco, Variant 1,1,8,8
1732,2012-03-29T22:59:29,2012-03-29T22:59:29,Fluxicon Disco, Variant 1,1,6,6
1733,2010-10-20T22:17:43,2010-10-20T22:17:43,Fluxicon Disco, Variant 1,1,1,1
1733,2010-11-05T17:26:11,2010-11-05T17:26:11,Fluxicon Disco, Variant 1,1,8,8
1733,2010-11-05T18:24:31,2010-11-05T18:24:31,Fluxicon Disco, Variant 1,1,6,6
1734,2011-01-31T22:05:05,2011-01-31T22:05:05,Fluxicon Disco, Variant 3,3,1,1
1734,2011-02-09T19:29:12,2011-02-09T19:29:12,Fluxicon Disco, Variant 3,3,8,8
1734,2011-02-09T22:02:17,2011-02-09T22:02:17,Fluxicon Disco, Variant 3,3,9,9
1734,2011-02-10T22:07:09,2011-02-10T22:07:09,Fluxicon Disco, Variant 3,3,8,8
1734,2011-02-10T22:07:15,2011-02-10T22:07:15,Fluxicon Disco, Variant 3,3,6,6
1736,2011-02-09T16:20:39,2011-02-09T16:20:39,Fluxicon Disco, Variant 1,1,1,1
1736,2011-02-19T01:44:56,2011-02-19T01:44:56,Fluxicon Disco, Variant 1,1,8,8
1736,2011-02-19T01:47:27,2011-02-19T01:47:27,Fluxicon Disco, Variant 1,1,6,6
1737,2012-06-28T15:42:09,2012-06-28T15:42:09,Fluxicon Disco, Variant 2,2,1,1
1737,2012-07-03T17:38:06,2012-07-03T17:38:06,Fluxicon Disco, Variant 2,2,8,8
1737,2012-07-06T21:00:49,2012-07-06T21:00:49,Fluxicon Disco, Variant 2,2,9,9
1737,2012-07-13T20:46:09,2012-07-13T20:46:09,Fluxicon Disco, Variant 2,2,6,6
1738,2011-08-19T15:34:56,2011-08-19T15:34:56,Fluxicon Disco, Variant 5,5,1,1
1738,2011-08-22T15:43:24,2011-08-22T15:43:24,Fluxicon Disco, Variant 5,5,6,6
1739,2012-06-28T16:30:10,2012-06-28T16:30:10,Fluxicon Disco, Variant 1,1,1,1
1739,2012-06-28T17:56:14,2012-06-28T17:56:14,Fluxicon Disco, Variant 1,1,8,8
1739,2012-07-06T17:20:52,2012-07-06T17:20:52,Fluxicon Disco, Variant 1,1,6,6
1740,2011-02-14T17:09:52,2011-02-14T17:09:52,Fluxicon Disco, Variant 4,4,1,1
1740,2011-02-14T17:25:20,2011-02-14T17:25:20,Fluxicon Disco, Variant 4,4,1,1
1740,2011-02-14T18:37:16,2011-02-14T18:37:16,Fluxicon Disco, Variant 4,4,8,8
1740,2011-02-14T18:42:35,2011-02-14T18:42:35,Fluxicon Disco, Variant 4,4,6,6
1741,2012-06-13T19:18:23,2012-06-13T19:18:23,Fluxicon Disco, Variant 1,1,1,1
1741,2012-06-14T19:10:24,2012-06-14T19:10:24,Fluxicon Disco, Variant 1,1,8,8
1741,2012-06-14T20:41:39,2012-06-14T20:41:39,Fluxicon Disco, Variant 1,1,6,6
1742,2012-04-13T22:35:53,2012-04-13T22:35:53,Fluxicon Disco, Variant 1,1,1,1
1742,2012-04-16T14:05:57,2012-04-16T14:05:57,Fluxicon Disco, Variant 1,1,8,8
1742,2012-04-19T16:47:16,2012-04-19T16:47:16,Fluxicon Disco, Variant 1,1,6,6
1743,2012-02-08T17:40:05,2012-02-08T17:40:05,Fluxicon Disco, Variant 8,8,1,1
1743,2012-02-08T17:40:28,2012-02-08T17:40:28,Fluxicon Disco, Variant 8,8,6,6
1743,2012-02-08T17:40:28,2012-02-08T17:40:28,Fluxicon Disco, Variant 8,8,6,6
1744,2011-03-02T17:04:01,2011-03-02T17:04:01,Fluxicon Disco, Variant 9,9,1,1
1744,2011-03-02T17:13:57,2011-03-02T17:13:57,Fluxicon Disco, Variant 9,9,8,8
1744,2011-03-02T21:24:27,2011-03-02T21:24:27,Fluxicon Disco, Variant 9,9,6,6
1744,2011-03-09T16:25:14,2011-03-09T16:25:14,Fluxicon Disco, Variant 9,9,8,8
1744,2011-03-10T22:11:02,2011-03-10T22:11:02,Fluxicon Disco, Variant 9,9,6,6
1745,2011-12-16T00:54:48,2011-12-16T00:54:48,Fluxicon Disco, Variant 11,11,8,8
1745,2011-12-16T01:04:19,2011-12-16T01:04:19,Fluxicon Disco, Variant 11,11,6,6
1747,2011-11-08T19:02:56,2011-11-08T19:02:56,Fluxicon Disco, Variant 1,1,1,1
1747,2011-11-08T21:53:16,2011-11-08T21:53:16,Fluxicon Disco, Variant 1,1,8,8
1747,2011-11-09T00:32:12,2011-11-09T00:32:12,Fluxicon Disco, Variant 1,1,6,6
1748,2011-07-20T22:47:58,2011-07-20T22:47:58,Fluxicon Disco, Variant 1,1,1,1
1748,2011-07-20T22:48:18,2011-07-20T22:48:18,Fluxicon Disco, Variant 1,1,8,8
1748,2011-07-26T19:08:25,2011-07-26T19:08:25,Fluxicon Disco, Variant 1,1,6,6
1749,2010-09-20T19:53:44,2010-09-20T19:53:44,Fluxicon Disco, Variant 1,1,1,1
1749,2010-09-20T20:05:18,2010-09-20T20:05:18,Fluxicon Disco, Variant 1,1,8,8
1749,2010-09-20T20:05:54,2010-09-20T20:05:54,Fluxicon Disco, Variant 1,1,6,6
1750,2012-05-29T14:04:50,2012-05-29T14:04:50,Fluxicon Disco, Variant 2,2,1,1
1750,2012-05-29T14:07:30,2012-05-29T14:07:30,Fluxicon Disco, Variant 2,2,8,8
1750,2012-06-06T17:23:33,2012-06-06T17:23:33,Fluxicon Disco, Variant 2,2,9,9
1750,2012-06-06T20:12:49,2012-06-06T20:12:49,Fluxicon Disco, Variant 2,2,6,6
1751,2012-07-17T19:47:20,2012-07-17T19:47:20,Fluxicon Disco, Variant 1,1,1,1
1751,2012-07-17T20:49:31,2012-07-17T20:49:31,Fluxicon Disco, Variant 1,1,8,8
1751,2012-07-18T19:44:16,2012-07-18T19:44:16,Fluxicon Disco, Variant 1,1,6,6
1752,2012-02-08T23:20:25,2012-02-08T23:20:25,Fluxicon Disco, Variant 54,54,1,1
1752,2012-02-10T18:21:47,2012-02-10T18:21:47,Fluxicon Disco, Variant 54,54,8,8
1752,2012-02-13T19:32:49,2012-02-13T19:32:49,Fluxicon Disco, Variant 54,54,9,9
1752,2012-02-15T00:28:17,2012-02-15T00:28:17,Fluxicon Disco, Variant 54,54,8,8
1752,2012-02-15T00:37:51,2012-02-15T00:37:51,Fluxicon Disco, Variant 54,54,8,8
1752,2012-02-15T22:25:54,2012-02-15T22:25:54,Fluxicon Disco, Variant 54,54,6,6
1753,2012-03-23T00:35:07,2012-03-23T00:35:07,Fluxicon Disco, Variant 1,1,1,1
1753,2012-03-23T16:04:26,2012-03-23T16:04:26,Fluxicon Disco, Variant 1,1,8,8
1753,2012-03-24T00:11:58,2012-03-24T00:11:58,Fluxicon Disco, Variant 1,1,6,6
1755,2010-06-29T17:16:33,2010-06-29T17:16:33,Fluxicon Disco, Variant 102,102,1,1
1755,2010-06-29T17:21:16,2010-06-29T17:21:16,Fluxicon Disco, Variant 102,102,1,1
1755,2010-06-29T17:21:26,2010-06-29T17:21:26,Fluxicon Disco, Variant 102,102,8,8
1755,2010-06-29T22:33:26,2010-06-29T22:33:26,Fluxicon Disco, Variant 102,102,9,9
1755,2010-07-06T16:20:37,2010-07-06T16:20:37,Fluxicon Disco, Variant 102,102,6,6
1755,2010-07-12T19:48:04,2010-07-12T19:48:04,Fluxicon Disco, Variant 102,102,8,8
1755,2010-07-26T17:34:44,2010-07-26T17:34:44,Fluxicon Disco, Variant 102,102,6,6
1756,2011-07-21T14:46:37,2011-07-21T14:46:37,Fluxicon Disco, Variant 1,1,1,1
1756,2011-07-26T19:22:20,2011-07-26T19:22:20,Fluxicon Disco, Variant 1,1,8,8
1756,2011-07-26T19:44:11,2011-07-26T19:44:11,Fluxicon Disco, Variant 1,1,6,6
1757,2010-05-19T15:19:49,2010-05-19T15:19:49,Fluxicon Disco, Variant 48,48,1,1
1757,2010-05-19T15:27:41,2010-05-19T15:27:41,Fluxicon Disco, Variant 48,48,8,8
1757,2010-05-19T15:27:59,2010-05-19T15:27:59,Fluxicon Disco, Variant 48,48,6,6
1757,2010-05-19T17:43:52,2010-05-19T17:43:52,Fluxicon Disco, Variant 48,48,8,8
1757,2010-05-19T21:33:45,2010-05-19T21:33:45,Fluxicon Disco, Variant 48,48,2,2
1757,2010-06-09T21:02:17,2010-06-09T21:02:17,Fluxicon Disco, Variant 48,48,6,6
1758,2010-12-22T17:57:47,2010-12-22T17:57:47,Fluxicon Disco, Variant 103,103,1,1
1758,2010-12-22T18:29:39,2010-12-22T18:29:39,Fluxicon Disco, Variant 103,103,8,8
1758,2010-12-22T18:40:09,2010-12-22T18:40:09,Fluxicon Disco, Variant 103,103,6,6
1758,2010-12-22T22:50:01,2010-12-22T22:50:01,Fluxicon Disco, Variant 103,103,8,8
1758,2011-01-13T22:29:56,2011-01-13T22:29:56,Fluxicon Disco, Variant 103,103,8,8
1758,2011-01-14T17:25:47,2011-01-14T17:25:47,Fluxicon Disco, Variant 103,103,6,6
1759,2010-09-20T18:10:02,2010-09-20T18:10:02,Fluxicon Disco, Variant 7,7,3,3
1759,2010-09-20T19:43:23,2010-09-20T19:43:23,Fluxicon Disco, Variant 7,7,1,1
1759,2010-09-20T19:45:07,2010-09-20T19:45:07,Fluxicon Disco, Variant 7,7,8,8
1759,2010-09-20T19:45:16,2010-09-20T19:45:16,Fluxicon Disco, Variant 7,7,6,6
1762,2012-03-20T16:19:39,2012-03-20T16:19:39,Fluxicon Disco, Variant 1,1,1,1
1762,2012-03-20T16:19:48,2012-03-20T16:19:48,Fluxicon Disco, Variant 1,1,8,8
1762,2012-03-23T00:03:47,2012-03-23T00:03:47,Fluxicon Disco, Variant 1,1,6,6
1763,2011-06-17T15:04:48,2011-06-17T15:04:48,Fluxicon Disco, Variant 1,1,1,1
1763,2011-06-17T15:26:39,2011-06-17T15:26:39,Fluxicon Disco, Variant 1,1,8,8
1763,2011-06-17T15:27:42,2011-06-17T15:27:42,Fluxicon Disco, Variant 1,1,6,6
1765,2010-12-15T00:30:55,2010-12-15T00:30:55,Fluxicon Disco, Variant 1,1,1,1
1765,2011-01-19T16:04:23,2011-01-19T16:04:23,Fluxicon Disco, Variant 1,1,8,8
1765,2011-01-19T16:04:45,2011-01-19T16:04:45,Fluxicon Disco, Variant 1,1,6,6
1766,2010-05-04T14:09:38,2010-05-04T14:09:38,Fluxicon Disco, Variant 1,1,1,1
1766,2010-05-21T15:04:17,2010-05-21T15:04:17,Fluxicon Disco, Variant 1,1,8,8
1766,2010-05-21T15:20:04,2010-05-21T15:20:04,Fluxicon Disco, Variant 1,1,6,6
1767,2011-02-25T16:59:36,2011-02-25T16:59:36,Fluxicon Disco, Variant 1,1,1,1
1767,2011-03-01T23:41:56,2011-03-01T23:41:56,Fluxicon Disco, Variant 1,1,8,8
1767,2011-03-01T23:42:02,2011-03-01T23:42:02,Fluxicon Disco, Variant 1,1,6,6
1768,2010-01-22T16:17:33,2010-01-22T16:17:33,Fluxicon Disco, Variant 1,1,1,1
1768,2010-01-22T16:46:15,2010-01-22T16:46:15,Fluxicon Disco, Variant 1,1,8,8
1768,2010-01-25T21:23:52,2010-01-25T21:23:52,Fluxicon Disco, Variant 1,1,6,6
1769,2012-01-25T18:23:13,2012-01-25T18:23:13,Fluxicon Disco, Variant 1,1,1,1
1769,2012-01-25T18:58:06,2012-01-25T18:58:06,Fluxicon Disco, Variant 1,1,8,8
1769,2012-01-25T22:19:23,2012-01-25T22:19:23,Fluxicon Disco, Variant 1,1,6,6
1770,2010-03-26T18:20:10,2010-03-26T18:20:10,Fluxicon Disco, Variant 104,104,3,3
1770,2010-03-26T18:24:51,2010-03-26T18:24:51,Fluxicon Disco, Variant 104,104,1,1
1770,2010-03-26T18:25:12,2010-03-26T18:25:12,Fluxicon Disco, Variant 104,104,8,8
1770,2010-03-26T18:25:24,2010-03-26T18:25:24,Fluxicon Disco, Variant 104,104,2,2
1770,2010-04-30T20:18:02,2010-04-30T20:18:02,Fluxicon Disco, Variant 104,104,6,6
1773,2012-01-18T19:26:59,2012-01-18T19:26:59,Fluxicon Disco, Variant 1,1,1,1
1773,2012-01-18T19:27:09,2012-01-18T19:27:09,Fluxicon Disco, Variant 1,1,8,8
1773,2012-01-19T21:21:00,2012-01-19T21:21:00,Fluxicon Disco, Variant 1,1,6,6
1774,2010-06-15T16:45:10,2010-06-15T16:45:10,Fluxicon Disco, Variant 31,31,3,3
1774,2010-06-15T17:19:33,2010-06-15T17:19:33,Fluxicon Disco, Variant 31,31,1,1
1774,2010-06-15T17:35:33,2010-06-15T17:35:33,Fluxicon Disco, Variant 31,31,1,1
1774,2010-06-21T17:43:57,2010-06-21T17:43:57,Fluxicon Disco, Variant 31,31,8,8
1774,2010-06-21T17:46:55,2010-06-21T17:46:55,Fluxicon Disco, Variant 31,31,6,6
1775,2011-07-14T21:27:08,2011-07-14T21:27:08,Fluxicon Disco, Variant 4,4,1,1
1775,2011-07-15T14:35:24,2011-07-15T14:35:24,Fluxicon Disco, Variant 4,4,1,1
1775,2011-07-15T16:09:20,2011-07-15T16:09:20,Fluxicon Disco, Variant 4,4,8,8
1775,2011-07-15T16:10:15,2011-07-15T16:10:15,Fluxicon Disco, Variant 4,4,6,6
1778,2012-02-14T23:06:51,2012-02-14T23:06:51,Fluxicon Disco, Variant 5,5,1,1
1778,2012-02-14T23:07:45,2012-02-14T23:07:45,Fluxicon Disco, Variant 5,5,6,6
1779,2010-10-29T16:46:13,2010-10-29T16:46:13,Fluxicon Disco, Variant 4,4,1,1
1779,2010-11-11T16:42:44,2010-11-11T16:42:44,Fluxicon Disco, Variant 4,4,1,1
1779,2010-11-25T17:00:35,2010-11-25T17:00:35,Fluxicon Disco, Variant 4,4,8,8
1779,2010-11-25T17:09:04,2010-11-25T17:09:04,Fluxicon Disco, Variant 4,4,6,6
1780,2012-06-06T19:11:22,2012-06-06T19:11:22,Fluxicon Disco, Variant 2,2,1,1
1780,2012-06-11T19:07:08,2012-06-11T19:07:08,Fluxicon Disco, Variant 2,2,8,8
1780,2012-06-28T14:35:39,2012-06-28T14:35:39,Fluxicon Disco, Variant 2,2,9,9
1780,2012-07-16T14:32:02,2012-07-16T14:32:02,Fluxicon Disco, Variant 2,2,6,6
1781,2011-12-05T19:39:11,2011-12-05T19:39:11,Fluxicon Disco, Variant 2,2,1,1
1781,2011-12-09T16:07:57,2011-12-09T16:07:57,Fluxicon Disco, Variant 2,2,8,8
1781,2011-12-19T18:35:06,2011-12-19T18:35:06,Fluxicon Disco, Variant 2,2,9,9
1781,2011-12-19T18:50:02,2011-12-19T18:50:02,Fluxicon Disco, Variant 2,2,6,6
1782,2010-07-27T15:30:09,2010-07-27T15:30:09,Fluxicon Disco, Variant 1,1,1,1
1782,2010-07-27T15:30:25,2010-07-27T15:30:25,Fluxicon Disco, Variant 1,1,8,8
1782,2010-07-27T15:46:39,2010-07-27T15:46:39,Fluxicon Disco, Variant 1,1,6,6
1783,2010-06-29T23:25:00,2010-06-29T23:25:00,Fluxicon Disco, Variant 1,1,1,1
1783,2010-07-21T15:40:38,2010-07-21T15:40:38,Fluxicon Disco, Variant 1,1,8,8
1783,2010-07-21T15:40:52,2010-07-21T15:40:52,Fluxicon Disco, Variant 1,1,6,6
1784,2012-03-19T22:57:11,2012-03-19T22:57:11,Fluxicon Disco, Variant 6,6,1,1
1784,2012-03-20T21:19:21,2012-03-20T21:19:21,Fluxicon Disco, Variant 6,6,8,8
1784,2012-03-20T22:44:20,2012-03-20T22:44:20,Fluxicon Disco, Variant 6,6,6,6
1784,2012-03-20T22:44:21,2012-03-20T22:44:21,Fluxicon Disco, Variant 6,6,6,6
1785,2011-12-14T15:59:23,2011-12-14T15:59:23,Fluxicon Disco, Variant 11,11,8,8
1785,2011-12-15T17:21:28,2011-12-15T17:21:28,Fluxicon Disco, Variant 11,11,6,6
1786,2010-09-30T14:12:05,2010-09-30T14:12:05,Fluxicon Disco, Variant 1,1,1,1
1786,2010-09-30T16:52:04,2010-09-30T16:52:04,Fluxicon Disco, Variant 1,1,8,8
1786,2010-10-25T14:55:52,2010-10-25T14:55:52,Fluxicon Disco, Variant 1,1,6,6
1787,2012-07-31T23:08:12,2012-07-31T23:08:12,Fluxicon Disco, Variant 55,55,1,1
